ID_Obat;Nama_Obat;Kategori;Indikasi;Kontraindikasi;Dosis_Dewasa;Dosis_Anak;Bentuk_Sediaan;Kandungan;Efek_Samping;Interaksi;Peringatan;Harga;Ketersediaan;Produsen;No_BPOM;Golongan;Resep;Rating
GAS002;Promag;Antasida;Mengatasi maag, kembung, dan nyeri lambung;Hipersensitivitas, gangguan ginjal berat;1-2 tablet, 3 kali sehari;Tidak direkomendasikan untuk anak <12 tahun;Tablet kunyah;Hydrotalcite, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Hindari penggunaan dengan antibiotik tetrasiklin;Konsultasi dokter jika gejala berlanjut;Rp12.500;Tersedia;Kalbe Farma;DBL7821234568;Obat Bebas;Tidak;4
GAS003;Omeprazole Generic;Proton Pump Inhibitor;Mengurangi produksi asam lambung, GERD, tukak lambung;Hipersensitivitas terhadap omeprazole;20mg sekali sehari;Dosis disesuaikan dengan berat badan;Kapsul;Omeprazole 20mg;Sakit kepala, diare, mual, ruam kulit;Interaksi dengan warfarin dan clopidogrel;Hanya gunakan sesuai resep dokter;Rp25.000;Tersedia;Dexa Medica;DBL7821234569;Obat Keras;Ya;4
GAS004;Sucralfate;Pelindung Mukosa;Tukak lambung, tukak duodenum;Hipersensitivitas, gangguan ginjal berat;1g, 4 kali sehari;Tidak direkomendasikan untuk anak <15 tahun;Suspensi, Tablet;Sucralfate 500mg/5ml;Konstipasi, mual, mulut kering;Kurangi penyerapan obat lain;Minum 1 jam sebelum makan;Rp35.000;Tersedia;Soho Industri Pharmasi;DBL7821234570;Obat Keras;Ya;4
GAS002;Promag;Antasida;Mengatasi maag, kembung, dan nyeri lambung;Hipersensitivitas, gangguan ginjal berat;1-2 tablet, 3 kali sehari;Tidak direkomendasikan untuk anak <12 tahun;Tablet kunyah;Hydrotalcite, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Hindari penggunaan dengan antibiotik tetrasiklin;Konsultasi dokter jika gejala berlanjut;Rp12.500;Tersedia;Kalbe Farma;DBL7821234568;Obat Bebas;Tidak;4
GAS007;Polysilane;Antasida;Maag, kembung, mual;Hipersensitivitas;15ml, 3 kali sehari;5-10ml untuk anak >6 tahun;Suspensi;Dimethylpolysiloxane, Al(OH)3;Konstipasi ringan;Dapat menurunkan absorpsi obat lain;Hindari penggunaan jangka panjang;Rp16.500;Tersedia;Pharos Indonesia;DBL7821234573;Obat Bebas;Tidak;4
GAS002;Promag;Antasida;Mengatasi maag, kembung, dan nyeri lambung;Hipersensitivitas, gangguan ginjal berat;1-2 tablet, 3 kali sehari;Tidak direkomendasikan untuk anak <12 tahun;Tablet kunyah;Hydrotalcite, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Hindari penggunaan dengan antibiotik tetrasiklin;Konsultasi dokter jika gejala berlanjut;Rp12.500;Tersedia;Kalbe Farma;DBL7821234568;Obat Bebas;Tidak;4
GAS002;Promag;Antasida;Mengatasi maag, kembung, dan nyeri lambung;Hipersensitivitas, gangguan ginjal berat;1-2 tablet, 3 kali sehari;Tidak direkomendasikan untuk anak <12 tahun;Tablet kunyah;Hydrotalcite, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Hindari penggunaan dengan antibiotik tetrasiklin;Konsultasi dokter jika gejala berlanjut;Rp12.500;Tersedia;Kalbe Farma;DBL7821234568;Obat Bebas;Tidak;4
GAS002;Promag;Antasida;Mengatasi maag, kembung, dan nyeri lambung;Hipersensitivitas, gangguan ginjal berat;1-2 tablet, 3 kali sehari;Tidak direkomendasikan untuk anak <12 tahun;Tablet kunyah;Hydrotalcite, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Hindari penggunaan dengan antibiotik tetrasiklin;Konsultasi dokter jika gejala berlanjut;Rp12.500;Tersedia;Kalbe Farma;DBL7821234568;Obat Bebas;Tidak;4
GAS007;Polysilane;Antasida;Maag, kembung, mual;Hipersensitivitas;15ml, 3 kali sehari;5-10ml untuk anak >6 tahun;Suspensi;Dimethylpolysiloxane, Al(OH)3;Konstipasi ringan;Dapat menurunkan absorpsi obat lain;Hindari penggunaan jangka panjang;Rp16.500;Tersedia;Pharos Indonesia;DBL7821234573;Obat Bebas;Tidak;4
GAS002;Promag;Antasida;Mengatasi maag, kembung, dan nyeri lambung;Hipersensitivitas, gangguan ginjal berat;1-2 tablet, 3 kali sehari;Tidak direkomendasikan untuk anak <12 tahun;Tablet kunyah;Hydrotalcite, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Hindari penggunaan dengan antibiotik tetrasiklin;Konsultasi dokter jika gejala berlanjut;Rp12.500;Tersedia;Kalbe Farma;DBL7821234568;Obat Bebas;Tidak;4
GAS002;Promag;Antasida;Mengatasi maag, kembung, dan nyeri lambung;Hipersensitivitas, gangguan ginjal berat;1-2 tablet, 3 kali sehari;Tidak direkomendasikan untuk anak <12 tahun;Tablet kunyah;Hydrotalcite, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Hindari penggunaan dengan antibiotik tetrasiklin;Konsultasi dokter jika gejala berlanjut;Rp12.500;Tersedia;Kalbe Farma;DBL7821234568;Obat Bebas;Tidak;4
GAS002;Promag;Antasida;Mengatasi maag, kembung, dan nyeri lambung;Hipersensitivitas, gangguan ginjal berat;1-2 tablet, 3 kali sehari;Tidak direkomendasikan untuk anak <12 tahun;Tablet kunyah;Hydrotalcite, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Hindari penggunaan dengan antibiotik tetrasiklin;Konsultasi dokter jika gejala berlanjut;Rp12.500;Tersedia;Kalbe Farma;DBL7821234568;Obat Bebas;Tidak;4
GAS002;Promag;Antasida;Mengatasi maag, kembung, dan nyeri lambung;Hipersensitivitas, gangguan ginjal berat;1-2 tablet, 3 kali sehari;Tidak direkomendasikan untuk anak <12 tahun;Tablet kunyah;Hydrotalcite, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Hindari penggunaan dengan antibiotik tetrasiklin;Konsultasi dokter jika gejala berlanjut;Rp12.500;Tersedia;Kalbe Farma;DBL7821234568;Obat Bebas;Tidak;4
GAS002;Promag;Antasida;Mengatasi maag, kembung, dan nyeri lambung;Hipersensitivitas, gangguan ginjal berat;1-2 tablet, 3 kali sehari;Tidak direkomendasikan untuk anak <12 tahun;Tablet kunyah;Hydrotalcite, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Hindari penggunaan dengan antibiotik tetrasiklin;Konsultasi dokter jika gejala berlanjut;Rp12.500;Tersedia;Kalbe Farma;DBL7821234568;Obat Bebas;Tidak;4
GAS006;Mylanta;Antasida;Kembung, maag, nyeri ulu hati;Hipersensitivitas;15-30ml, 3-4 kali sehari;5-15ml untuk anak >6 tahun;Suspensi;Al(OH)3, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Jarak 2 jam dengan obat lain;Kocok dahulu sebelum diminum;Rp18.000;Tersedia;Johnson & Johnson;DBL7821234572;Obat Bebas;Tidak;4
GAS002;Promag;Antasida;Mengatasi maag, kembung, dan nyeri lambung;Hipersensitivitas, gangguan ginjal berat;1-2 tablet, 3 kali sehari;Tidak direkomendasikan untuk anak <12 tahun;Tablet kunyah;Hydrotalcite, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Hindari penggunaan dengan antibiotik tetrasiklin;Konsultasi dokter jika gejala berlanjut;Rp12.500;Tersedia;Kalbe Farma;DBL7821234568;Obat Bebas;Tidak;4
GAS002;Promag;Antasida;Mengatasi maag, kembung, dan nyeri lambung;Hipersensitivitas, gangguan ginjal berat;1-2 tablet, 3 kali sehari;Tidak direkomendasikan untuk anak <12 tahun;Tablet kunyah;Hydrotalcite, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Hindari penggunaan dengan antibiotik tetrasiklin;Konsultasi dokter jika gejala berlanjut;Rp12.500;Tersedia;Kalbe Farma;DBL7821234568;Obat Bebas;Tidak;4
GAS002;Promag;Antasida;Mengatasi maag, kembung, dan nyeri lambung;Hipersensitivitas, gangguan ginjal berat;1-2 tablet, 3 kali sehari;Tidak direkomendasikan untuk anak <12 tahun;Tablet kunyah;Hydrotalcite, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Hindari penggunaan dengan antibiotik tetrasiklin;Konsultasi dokter jika gejala berlanjut;Rp12.500;Tersedia;Kalbe Farma;DBL7821234568;Obat Bebas;Tidak;4
GAS002;Promag;Antasida;Mengatasi maag, kembung, dan nyeri lambung;Hipersensitivitas, gangguan ginjal berat;1-2 tablet, 3 kali sehari;Tidak direkomendasikan untuk anak <12 tahun;Tablet kunyah;Hydrotalcite, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Hindari penggunaan dengan antibiotik tetrasiklin;Konsultasi dokter jika gejala berlanjut;Rp12.500;Tersedia;Kalbe Farma;DBL7821234568;Obat Bebas;Tidak;4
GAS002;Promag;Antasida;Mengatasi maag, kembung, dan nyeri lambung;Hipersensitivitas, gangguan ginjal berat;1-2 tablet, 3 kali sehari;Tidak direkomendasikan untuk anak <12 tahun;Tablet kunyah;Hydrotalcite, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Hindari penggunaan dengan antibiotik tetrasiklin;Konsultasi dokter jika gejala berlanjut;Rp12.500;Tersedia;Kalbe Farma;DBL7821234568;Obat Bebas;Tidak;4
GAS002;Promag;Antasida;Mengatasi maag, kembung, dan nyeri lambung;Hipersensitivitas, gangguan ginjal berat;1-2 tablet, 3 kali sehari;Tidak direkomendasikan untuk anak <12 tahun;Tablet kunyah;Hydrotalcite, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Hindari penggunaan dengan antibiotik tetrasiklin;Konsultasi dokter jika gejala berlanjut;Rp12.500;Tersedia;Kalbe Farma;DBL7821234568;Obat Bebas;Tidak;4
GAS002;Promag;Antasida;Mengatasi maag, kembung, dan nyeri lambung;Hipersensitivitas, gangguan ginjal berat;1-2 tablet, 3 kali sehari;Tidak direkomendasikan untuk anak <12 tahun;Tablet kunyah;Hydrotalcite, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Hindari penggunaan dengan antibiotik tetrasiklin;Konsultasi dokter jika gejala berlanjut;Rp12.500;Tersedia;Kalbe Farma;DBL7821234568;Obat Bebas;Tidak;4
GAS003;Omeprazole Generic;Proton Pump Inhibitor;Mengurangi produksi asam lambung, GERD, tukak lambung;Hipersensitivitas terhadap omeprazole;20mg sekali sehari;Dosis disesuaikan dengan berat badan;Kapsul;Omeprazole 20mg;Sakit kepala, diare, mual, ruam kulit;Interaksi dengan warfarin dan clopidogrel;Hanya gunakan sesuai resep dokter;Rp25.000;Tersedia;Dexa Medica;DBL7821234569;Obat Keras;Ya;4
GAS003;Omeprazole Generic;Proton Pump Inhibitor;Mengurangi produksi asam lambung, GERD, tukak lambung;Hipersensitivitas terhadap omeprazole;20mg sekali sehari;Dosis disesuaikan dengan berat badan;Kapsul;Omeprazole 20mg;Sakit kepala, diare, mual, ruam kulit;Interaksi dengan warfarin dan clopidogrel;Hanya gunakan sesuai resep dokter;Rp25.000;Tersedia;Dexa Medica;DBL7821234569;Obat Keras;Ya;4
GAS003;Omeprazole Generic;Proton Pump Inhibitor;Mengurangi produksi asam lambung, GERD, tukak lambung;Hipersensitivitas terhadap omeprazole;20mg sekali sehari;Dosis disesuaikan dengan berat badan;Kapsul;Omeprazole 20mg;Sakit kepala, diare, mual, ruam kulit;Interaksi dengan warfarin dan clopidogrel;Hanya gunakan sesuai resep dokter;Rp25.000;Tersedia;Dexa Medica;DBL7821234569;Obat Keras;Ya;4
GAS003;Omeprazole Generic;Proton Pump Inhibitor;Mengurangi produksi asam lambung, GERD, tukak lambung;Hipersensitivitas terhadap omeprazole;20mg sekali sehari;Dosis disesuaikan dengan berat badan;Kapsul;Omeprazole 20mg;Sakit kepala, diare, mual, ruam kulit;Interaksi dengan warfarin dan clopidogrel;Hanya gunakan sesuai resep dokter;Rp25.000;Tersedia;Dexa Medica;DBL7821234569;Obat Keras;Ya;4
GAS005;Ranitidine;H2-Blocker;Tukak lambung, GERD, dispepsia;Hipersensitivitas terhadap ranitidine;150mg 2 kali sehari;2-4mg/kg/hari terbagi 2 dosis;Tablet, Injeksi;Ranitidine HCl 150mg;Sakit kepala, mengantuk, diare;Interaksi dengan antasida;Hentikan jika terjadi reaksi alergi;Rp20.000;Terbatas;Guardian Pharmatama;DBL7821234571;Obat Keras;Ya;4
GAS002;Promag;Antasida;Mengatasi maag, kembung, dan nyeri lambung;Hipersensitivitas, gangguan ginjal berat;1-2 tablet, 3 kali sehari;Tidak direkomendasikan untuk anak <12 tahun;Tablet kunyah;Hydrotalcite, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Hindari penggunaan dengan antibiotik tetrasiklin;Konsultasi dokter jika gejala berlanjut;Rp12.500;Tersedia;Kalbe Farma;DBL7821234568;Obat Bebas;Tidak;4
GAS002;Promag;Antasida;Mengatasi maag, kembung, dan nyeri lambung;Hipersensitivitas, gangguan ginjal berat;1-2 tablet, 3 kali sehari;Tidak direkomendasikan untuk anak <12 tahun;Tablet kunyah;Hydrotalcite, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Hindari penggunaan dengan antibiotik tetrasiklin;Konsultasi dokter jika gejala berlanjut;Rp12.500;Tersedia;Kalbe Farma;DBL7821234568;Obat Bebas;Tidak;4
GAS002;Promag;Antasida;Mengatasi maag, kembung, dan nyeri lambung;Hipersensitivitas, gangguan ginjal berat;1-2 tablet, 3 kali sehari;Tidak direkomendasikan untuk anak <12 tahun;Tablet kunyah;Hydrotalcite, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Hindari penggunaan dengan antibiotik tetrasiklin;Konsultasi dokter jika gejala berlanjut;Rp12.500;Tersedia;Kalbe Farma;DBL7821234568;Obat Bebas;Tidak;4
GAS002;Promag;Antasida;Mengatasi maag, kembung, dan nyeri lambung;Hipersensitivitas, gangguan ginjal berat;1-2 tablet, 3 kali sehari;Tidak direkomendasikan untuk anak <12 tahun;Tablet kunyah;Hydrotalcite, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Hindari penggunaan dengan antibiotik tetrasiklin;Konsultasi dokter jika gejala berlanjut;Rp12.500;Tersedia;Kalbe Farma;DBL7821234568;Obat Bebas;Tidak;4
GAS002;Promag;Antasida;Mengatasi maag, kembung, dan nyeri lambung;Hipersensitivitas, gangguan ginjal berat;1-2 tablet, 3 kali sehari;Tidak direkomendasikan untuk anak <12 tahun;Tablet kunyah;Hydrotalcite, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Hindari penggunaan dengan antibiotik tetrasiklin;Konsultasi dokter jika gejala berlanjut;Rp12.500;Tersedia;Kalbe Farma;DBL7821234568;Obat Bebas;Tidak;4
GAS006;Mylanta;Antasida;Kembung, maag, nyeri ulu hati;Hipersensitivitas;15-30ml, 3-4 kali sehari;5-15ml untuk anak >6 tahun;Suspensi;Al(OH)3, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Jarak 2 jam dengan obat lain;Kocok dahulu sebelum diminum;Rp18.000;Tersedia;Johnson & Johnson;DBL7821234572;Obat Bebas;Tidak;4
GAS002;Promag;Antasida;Mengatasi maag, kembung, dan nyeri lambung;Hipersensitivitas, gangguan ginjal berat;1-2 tablet, 3 kali sehari;Tidak direkomendasikan untuk anak <12 tahun;Tablet kunyah;Hydrotalcite, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Hindari penggunaan dengan antibiotik tetrasiklin;Konsultasi dokter jika gejala berlanjut;Rp12.500;Tersedia;Kalbe Farma;DBL7821234568;Obat Bebas;Tidak;4
GAS006;Mylanta;Antasida;Kembung, maag, nyeri ulu hati;Hipersensitivitas;15-30ml, 3-4 kali sehari;5-15ml untuk anak >6 tahun;Suspensi;Al(OH)3, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Jarak 2 jam dengan obat lain;Kocok dahulu sebelum diminum;Rp18.000;Tersedia;Johnson & Johnson;DBL7821234572;Obat Bebas;Tidak;4
GAS002;Promag;Antasida;Mengatasi maag, kembung, dan nyeri lambung;Hipersensitivitas, gangguan ginjal berat;1-2 tablet, 3 kali sehari;Tidak direkomendasikan untuk anak <12 tahun;Tablet kunyah;Hydrotalcite, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Hindari penggunaan dengan antibiotik tetrasiklin;Konsultasi dokter jika gejala berlanjut;Rp12.500;Tersedia;Kalbe Farma;DBL7821234568;Obat Bebas;Tidak;4
GAS002;Promag;Antasida;Mengatasi maag, kembung, dan nyeri lambung;Hipersensitivitas, gangguan ginjal berat;1-2 tablet, 3 kali sehari;Tidak direkomendasikan untuk anak <12 tahun;Tablet kunyah;Hydrotalcite, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Hindari penggunaan dengan antibiotik tetrasiklin;Konsultasi dokter jika gejala berlanjut;Rp12.500;Tersedia;Kalbe Farma;DBL7821234568;Obat Bebas;Tidak;4
GAS002;Promag;Antasida;Mengatasi maag, kembung, dan nyeri lambung;Hipersensitivitas, gangguan ginjal berat;1-2 tablet, 3 kali sehari;Tidak direkomendasikan untuk anak <12 tahun;Tablet kunyah;Hydrotalcite, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Hindari penggunaan dengan antibiotik tetrasiklin;Konsultasi dokter jika gejala berlanjut;Rp12.500;Tersedia;Kalbe Farma;DBL7821234568;Obat Bebas;Tidak;4
GAS002;Promag;Antasida;Mengatasi maag, kembung, dan nyeri lambung;Hipersensitivitas, gangguan ginjal berat;1-2 tablet, 3 kali sehari;Tidak direkomendasikan untuk anak <12 tahun;Tablet kunyah;Hydrotalcite, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Hindari penggunaan dengan antibiotik tetrasiklin;Konsultasi dokter jika gejala berlanjut;Rp12.500;Tersedia;Kalbe Farma;DBL7821234568;Obat Bebas;Tidak;4
GAS002;Promag;Antasida;Mengatasi maag, kembung, dan nyeri lambung;Hipersensitivitas, gangguan ginjal berat;1-2 tablet, 3 kali sehari;Tidak direkomendasikan untuk anak <12 tahun;Tablet kunyah;Hydrotalcite, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Hindari penggunaan dengan antibiotik tetrasiklin;Konsultasi dokter jika gejala berlanjut;Rp12.500;Tersedia;Kalbe Farma;DBL7821234568;Obat Bebas;Tidak;4
PPIOPR01;Oprazol;PPI;GERD, Tukak Lambung;Hipersensitivitas terhadap omeprazole;20mg, 1x sehari;10mg, 1x sehari;Kapsul;Omeprazole 20mg;Sakit kepala, diare, mual;Clopidogrel, warfarin;Tidak untuk penggunaan jangka panjang;Rp25.000;Tersedia;PT Sanbe Farma;DBL7821001;Keras;Ya;4
GAS007;Polysilane;Antasida;Maag, kembung, mual;Hipersensitivitas;15ml, 3 kali sehari;5-10ml untuk anak >6 tahun;Suspensi;Dimethylpolysiloxane, Al(OH)3;Konstipasi ringan;Dapat menurunkan absorpsi obat lain;Hindari penggunaan jangka panjang;Rp16.500;Tersedia;Pharos Indonesia;DBL7821234573;Obat Bebas;Tidak;4
PPILAN01;Lanzoprazole;PPI;GERD, Tukak Lambung;Hipersensitivitas;30mg, 1x sehari;15mg, 1x sehari;Kapsul;Lansoprazole 30mg;Sakit kepala, mual, diare;Warfarin, digoxin;Monitor penggunaan jangka panjang;Rp30.000;Tersedia;PT Dexa Medica;DBL7821002;Keras;Ya;3
GAS006;Mylanta;Antasida;Kembung, maag, nyeri ulu hati;Hipersensitivitas;15-30ml, 3-4 kali sehari;5-15ml untuk anak >6 tahun;Suspensi;Al(OH)3, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Jarak 2 jam dengan obat lain;Kocok dahulu sebelum diminum;Rp18.000;Tersedia;Johnson & Johnson;DBL7821234572;Obat Bebas;Tidak;4
GAS003;Omeprazole Generic;Proton Pump Inhibitor;Mengurangi produksi asam lambung, GERD, tukak lambung;Hipersensitivitas terhadap omeprazole;20mg sekali sehari;Dosis disesuaikan dengan berat badan;Kapsul;Omeprazole 20mg;Sakit kepala, diare, mual, ruam kulit;Interaksi dengan warfarin dan clopidogrel;Hanya gunakan sesuai resep dokter;Rp25.000;Tersedia;Dexa Medica;DBL7821234569;Obat Keras;Ya;4
PPIOS01;Osmep;PPI;GERD, Tukak Lambung;Hipersensitivitas;20mg, 1x sehari;10mg, 1x sehari;Kapsul;Omeprazole 20mg;Sakit kepala, diare;Warfarin, diazepam;Hindari penggunaan berkepanjangan;Rp20.000;Tersedia;PT Kalbe Farma;DBL7821003;Keras;Ya;5
GAS007;Polysilane;Antasida;Maag, kembung, mual;Hipersensitivitas;15ml, 3 kali sehari;5-10ml untuk anak >6 tahun;Suspensi;Dimethylpolysiloxane, Al(OH)3;Konstipasi ringan;Dapat menurunkan absorpsi obat lain;Hindari penggunaan jangka panjang;Rp16.500;Tersedia;Pharos Indonesia;DBL7821234573;Obat Bebas;Tidak;4
GAS002;Promag;Antasida;Mengatasi maag, kembung, dan nyeri lambung;Hipersensitivitas, gangguan ginjal berat;1-2 tablet, 3 kali sehari;Tidak direkomendasikan untuk anak <12 tahun;Tablet kunyah;Hydrotalcite, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Hindari penggunaan dengan antibiotik tetrasiklin;Konsultasi dokter jika gejala berlanjut;Rp12.500;Tersedia;Kalbe Farma;DBL7821234568;Obat Bebas;Tidak;4
GAS006;Mylanta;Antasida;Kembung, maag, nyeri ulu hati;Hipersensitivitas;15-30ml, 3-4 kali sehari;5-15ml untuk anak >6 tahun;Suspensi;Al(OH)3, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Jarak 2 jam dengan obat lain;Kocok dahulu sebelum diminum;Rp18.000;Tersedia;Johnson & Johnson;DBL7821234572;Obat Bebas;Tidak;4
PPIOPR01;Oprazol;PPI;GERD, Tukak Lambung;Hipersensitivitas terhadap omeprazole;20mg, 1x sehari;10mg, 1x sehari;Kapsul;Omeprazole 20mg;Sakit kepala, diare, mual;Clopidogrel, warfarin;Tidak untuk penggunaan jangka panjang;Rp25.000;Tersedia;PT Sanbe Farma;DBL7821001;Keras;Ya;4
GAS002;Promag;Antasida;Mengatasi maag, kembung, dan nyeri lambung;Hipersensitivitas, gangguan ginjal berat;1-2 tablet, 3 kali sehari;Tidak direkomendasikan untuk anak <12 tahun;Tablet kunyah;Hydrotalcite, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Hindari penggunaan dengan antibiotik tetrasiklin;Konsultasi dokter jika gejala berlanjut;Rp12.500;Tersedia;Kalbe Farma;DBL7821234568;Obat Bebas;Tidak;4
GAS002;Promag;Antasida;Mengatasi maag, kembung, dan nyeri lambung;Hipersensitivitas, gangguan ginjal berat;1-2 tablet, 3 kali sehari;Tidak direkomendasikan untuk anak <12 tahun;Tablet kunyah;Hydrotalcite, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Hindari penggunaan dengan antibiotik tetrasiklin;Konsultasi dokter jika gejala berlanjut;Rp12.500;Tersedia;Kalbe Farma;DBL7821234568;Obat Bebas;Tidak;4
GAS006;Mylanta;Antasida;Kembung, maag, nyeri ulu hati;Hipersensitivitas;15-30ml, 3-4 kali sehari;5-15ml untuk anak >6 tahun;Suspensi;Al(OH)3, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Jarak 2 jam dengan obat lain;Kocok dahulu sebelum diminum;Rp18.000;Tersedia;Johnson & Johnson;DBL7821234572;Obat Bebas;Tidak;4
PPIOPR01;Oprazol;PPI;GERD, Tukak Lambung;Hipersensitivitas terhadap omeprazole;20mg, 1x sehari;10mg, 1x sehari;Kapsul;Omeprazole 20mg;Sakit kepala, diare, mual;Clopidogrel, warfarin;Tidak untuk penggunaan jangka panjang;Rp25.000;Tersedia;PT Sanbe Farma;DBL7821001;Keras;Ya;4
PPIOS01;Osmep;PPI;GERD, Tukak Lambung;Hipersensitivitas;20mg, 1x sehari;10mg, 1x sehari;Kapsul;Omeprazole 20mg;Sakit kepala, diare;Warfarin, diazepam;Hindari penggunaan berkepanjangan;Rp20.000;Tersedia;PT Kalbe Farma;DBL7821003;Keras;Ya;5
GAS007;Polysilane;Antasida;Maag, kembung, mual;Hipersensitivitas;15ml, 3 kali sehari;5-10ml untuk anak >6 tahun;Suspensi;Dimethylpolysiloxane, Al(OH)3;Konstipasi ringan;Dapat menurunkan absorpsi obat lain;Hindari penggunaan jangka panjang;Rp16.500;Tersedia;Pharos Indonesia;DBL7821234573;Obat Bebas;Tidak;4
GAS003;Omeprazole Generic;Proton Pump Inhibitor;Mengurangi produksi asam lambung, GERD, tukak lambung;Hipersensitivitas terhadap omeprazole;20mg sekali sehari;Dosis disesuaikan dengan berat badan;Kapsul;Omeprazole 20mg;Sakit kepala, diare, mual, ruam kulit;Interaksi dengan warfarin dan clopidogrel;Hanya gunakan sesuai resep dokter;Rp25.000;Tersedia;Dexa Medica;DBL7821234569;Obat Keras;Ya;4
PPIOPR01;Oprazol;PPI;GERD, Tukak Lambung;Hipersensitivitas terhadap omeprazole;20mg, 1x sehari;10mg, 1x sehari;Kapsul;Omeprazole 20mg;Sakit kepala, diare, mual;Clopidogrel, warfarin;Tidak untuk penggunaan jangka panjang;Rp25.000;Tersedia;PT Sanbe Farma;DBL7821001;Keras;Ya;4
GAS002;Promag;Antasida;Mengatasi maag, kembung, dan nyeri lambung;Hipersensitivitas, gangguan ginjal berat;1-2 tablet, 3 kali sehari;Tidak direkomendasikan untuk anak <12 tahun;Tablet kunyah;Hydrotalcite, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Hindari penggunaan dengan antibiotik tetrasiklin;Konsultasi dokter jika gejala berlanjut;Rp12.500;Tersedia;Kalbe Farma;DBL7821234568;Obat Bebas;Tidak;4
GAS002;Promag;Antasida;Mengatasi maag, kembung, dan nyeri lambung;Hipersensitivitas, gangguan ginjal berat;1-2 tablet, 3 kali sehari;Tidak direkomendasikan untuk anak <12 tahun;Tablet kunyah;Hydrotalcite, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Hindari penggunaan dengan antibiotik tetrasiklin;Konsultasi dokter jika gejala berlanjut;Rp12.500;Tersedia;Kalbe Farma;DBL7821234568;Obat Bebas;Tidak;4
GAS006;Mylanta;Antasida;Kembung, maag, nyeri ulu hati;Hipersensitivitas;15-30ml, 3-4 kali sehari;5-15ml untuk anak >6 tahun;Suspensi;Al(OH)3, Mg(OH)2, Simethicone;Diare, konstipasi ringan;Jarak 2 jam dengan obat lain;Kocok dahulu sebelum diminum;Rp18.000;Tersedia;Johnson & Johnson;DBL7821234572;Obat Bebas;Tidak;4
GAS003;Omeprazole Generic;Proton Pump Inhibitor;Mengurangi produksi asam lambung, GERD, tukak lambung;Hipersensitivitas terhadap omeprazole;20mg sekali sehari;Dosis disesuaikan dengan berat badan;Kapsul;Omeprazole 20mg;Sakit kepala, diare, mual, ruam kulit;Interaksi dengan warfarin dan clopidogrel;Hanya gunakan sesuai resep dokter;Rp25.000;Tersedia;Dexa Medica;DBL7821234569;Obat Keras;Ya;4
PPIOS01;Osmep;PPI;GERD, Tukak Lambung;Hipersensitivitas;20mg, 1x sehari;10mg, 1x sehari;Kapsul;Omeprazole 20mg;Sakit kepala, diare;Warfarin, diazepam;Hindari penggunaan berkepanjangan;Rp20.000;Tersedia;PT Kalbe Farma;DBL7821003;Keras;Ya;5
GAS007;Polysilane;Antasida;Maag, kembung, mual;Hipersensitivitas;15ml, 3 kali sehari;5-10ml untuk anak >6 tahun;Suspensi;Dimethylpolysiloxane, Al(OH)3;Konstipasi ringan;Dapat menurunkan absorpsi obat lain;Hindari penggunaan jangka panjang;Rp16.500;Tersedia;Pharos Indonesia;DBL7821234573;Obat Bebas;Tidak;4
